,Unnamed: 0.1,Unnamed: 0,index,Organization Name,Discipline / Field,Category,City,State,Project Description,Fiscal Year,Grant Amount,grant_length,7,1,2,3,4,5,6,LDA_label,bart_label_1,bart_label_2,bart_label_3,bart_score_1,bart_score_2,bart_score_3,lda_topic_6,lda_topic_1,lda_topic_2,lda_topic_3,lda_topic_4,lda_topic_5,LDA_label_6_topics,10k_bin,decile,lemma_list
10,25,25,26,"Albany Symphony Orchestra, Inc.",Music,Art Works,Albany,NY,"To support the American Music Festival. The festival will present the work of living American composers, new commissions, winners of a national call-for-scores competition, and local student artists in the Literacy Through Songwriting partnership program. Other activities will include composer reading and recording sessions, workshops, and symposia. Events will be presented at venues throughout Troy, New York, including Rensselaer Polytechnic Institute's Experimental Media  Performing Arts Center and the Troy Savings Bank Music Hall.",2019,25000.0,180 days,0.0022651767358183,0.2994344532489776,0.251656711101532,0.150260716676712,0.2616883218288421,0.0055429334752261,0.0291517302393913,1,community outreach,concert series,composer commission,0.1911456882953643,0.1553806811571121,0.1477611362934112,0.264476478099823,0.015055748634040356,0.4698870778083801,0.0021205677185207605,0.0021108873188495636,0.2463492900133133,lda_topic_2,"(20000, 30000]","(17385.0, 32120.0]","['support', 'american', 'music', 'festival', 'festival', 'present', 'work', 'live', 'american', 'composer', 'new', 'commission', 'winner', 'national', 'call', 'score', 'competition', 'local', 'student', 'artist', 'literacy', 'songwrite', 'partnership', 'program', 'other', 'activity', 'include', 'composer', 'reading', 'recording', 'session', 'workshop', 'event', 'present', 'venue', 'include', 'polytechnic', 'institute', 'experimental', 'medium', 'perform', 'art', 'center', 'troy', 'saving', 'bank', 'music', 'hall']"
11,26,26,27,"Albany Symphony Orchestra, Inc.",Music,Art Works,Albany,NY,"To support the American Music Festival. Under the direction of Music Director David Alan Miller, the 20th anniversary festival will take place at the Experimental Media  Performing Arts Center in Troy, New York. The theme of the festival - Musical Tributaries - will focus on bridging diverse cultures, bringing non-Western musical perspectives to concert and community settings. The festival will feature world premieres of commissioned works, a composer reading session, chamber music programs, a composer workshop, and a songwriting project.",2018,15000.0,180 days,0.0023287502117455,0.340647429227829,0.2749665081501007,0.0734989047050476,0.2047237604856491,0.0362283028662204,0.0676063075661659,1,covid relief,operations jobs,composer commission,0.2453148812055587,0.2016252726316452,0.1595541536808014,0.004436195828020573,0.014098722487688065,0.7715561389923096,0.002206094330176711,0.0021959985606372356,0.20550686120986938,lda_topic_2,"(10000, 20000]","(2502.65, 17385.0]","['support', 'american', 'music', 'festival', 'direction', 'music', 'director', 'anniversary', 'festival', 'take', 'place', 'experimental', 'medium', 'perform', 'art', 'center', 'theme', 'festival', 'musical', 'tributary', 'focus', 'bridge', 'diverse', 'culture', 'bring', 'non', 'western', 'musical', 'perspective', 'concert', 'community', 'setting', 'festival', 'feature', 'world', 'premiere', 'commission', 'work', 'composer', 'reading', 'session', 'chamber', 'music', 'program', 'songwrite', 'project']"
12,27,27,28,"Albany Symphony Orchestra, Inc.",Music,Art Works,Albany,NY,"To support the American Music Festival. Under the direction of Music Director David Alan Miller, the festival will take place at the Experimental Media  Performing Arts Center in Troy, New York. The theme of the festival will celebrate the bicentennial of the Erie Canal by exploring connections between communities. The centerpiece of the festival will feature world premieres of commissioned works by Katherine Balch and Reena Esmail, as well as works by Christopher Theofanidis, Steven Stucky, and many other composers. Other activities include a composer reading session and chamber music programs.",2017,15000.0,60 days,0.0023050962481647,0.564407229423523,0.2094522416591644,0.0534828193485736,0.0969484746456146,0.0056018056347966,0.0678023621439933,1,composer commission,concert series,covid relief,0.398913025856018,0.2689497470855713,0.0691868811845779,0.004348832182586193,0.012742721475660801,0.8162550926208496,0.0021635310258716345,0.002153563778847456,0.16233623027801514,lda_topic_2,"(10000, 20000]","(2502.65, 17385.0]","['support', 'american', 'music', 'festival', 'direction', 'music', 'director', 'festival', 'take', 'place', 'experimental', 'medium', 'perform', 'art', 'center', 'theme', 'festival', 'celebrate', 'bicentennial', 'canal', 'explore', 'connection', 'community', 'centerpiece', 'festival', 'feature', 'world', 'premiere', 'commission', 'work', 'reena', 'esmail', 'as', 'well', 'work', 'many', 'other', 'composer', 'other', 'activity', 'include', 'composer', 'reading', 'session', 'chamber', 'music', 'program']"
13,28,28,29,"Albany Symphony Orchestra, Inc.",Music,Art Works,Albany,NY,"To support the American Music Festival. Under the direction of Music Director David Alan Miller, the festival will take place at the Experimental Media  Performing Arts Center in Troy, New York. The theme of the festival is environmental conservation. Works to be featured will include ""Silent Spring"" by Steven Stucky, inspired by the writings of conservationist Rachel Carson; ""Beyond the Pipeline"" by Jessie Montgomery; and ""Phantom Limbs"" by Loren Loiacono. The festival will feature works by composers in residence including Aaron Jay Kernis, Montgomery, Stucky, and composers of the Sleeping Giant Collective (Timo Andres, Christopher Cerrone, Jacob Cooper, Ted Hearne, Robert Honstein, and Andrew Norman). Also planned are the premieres of newly commissioned works by Clarice Assad, Conor Brown, and Reena Esmail. Other activities will include a young composer reading session, a solo piano recital, and songwriting projects.",2016,15000.0,60 days,0.0018798975506797,0.515800952911377,0.3624227643013,0.0276604760438203,0.0234073288738727,0.0044601801782846,0.0643684342503547,1,concert series,composer commission,community outreach,0.628387451171875,0.1284244358539581,0.0618852265179157,0.0033237666357308626,0.00817811582237482,0.9621456265449524,0.0016610565362498164,0.0016534586902707815,0.02303793840110302,lda_topic_2,"(10000, 20000]","(2502.65, 17385.0]","['support', 'american', 'music', 'festival', 'direction', 'music', 'director', 'festival', 'take', 'place', 'experimental', 'medium', 'perform', 'art', 'center', 'theme', 'festival', 'environmental', 'conservation', 'work', 'feature', 'include', 'silent', 'spring', 'inspire', 'writing', 'pipeline', 'phantom', 'limb', 'loiacono', 'festival', 'feature', 'work', 'composer', 'residence', 'include', 'composer', 'sleep', 'giant', 'collective', 'timo', 'also', 'plan', 'premiere', 'newly', 'commission', 'work', 'conor', 'brown', 'esmail', 'other', 'activity', 'include', 'young', 'composer', 'reading', 'session', 'solo', 'piano', 'recital', 'songwrite', 'project']"
14,29,29,30,"Albany Symphony Orchestra, Inc.",Music,Art Works,Albany,NY,"To support the American Music Festival and related educational activities. The festival will focus on human migrations, animal migrations, and immigrant history and culture. Commissions also will include new works by composers such as Chris Cerrone, Jacob Cooper, Robert Honstein, Takuma Itoh, Andrea Reinkemeyer, and Kathryn Salfelder.",2014,20000.0,364 days,0.0041671614162623,0.2645893394947052,0.3402259647846222,0.0514444410800933,0.3180920481681824,0.0102789662778377,0.0112020820379257,2,concert series,composer commission,community outreach,0.4766071736812591,0.1459824740886688,0.1189467757940292,0.008077754639089108,0.01956072822213173,0.6793174743652344,0.004050668329000473,0.004031942691653967,0.28496140241622925,lda_topic_2,"(10000, 20000]","(17385.0, 32120.0]","['support', 'american', 'music', 'festival', 'related', 'educational', 'activity', 'festival', 'focus', 'human', 'migration', 'animal', 'migration', 'immigrant', 'history', 'culture', 'commission', 'also', 'include', 'new', 'work', 'composer', 'such', 'salfelder']"
15,30,30,31,"Albany Symphony Orchestra, Inc.",Music,Art Works,Albany,NY,"To support the American Music Festival: Indigenous Americana. The five-day festival focuses on indigenous arts, folk culture, and roots movements in North America.",2013,20000.0,364 days,0.0059821670874953,0.10053201764822,0.4385636150836944,0.0711647123098373,0.2134407758712768,0.1542824953794479,0.0160342343151569,2,concert series,cultural diversity,community outreach,0.1852621734142303,0.146710604429245,0.1142845302820205,0.012226076796650887,0.030966246500611305,0.14286398887634277,0.006146764848381281,0.006118031218647957,0.8016788363456726,lda_topic_5,"(10000, 20000]","(17385.0, 32120.0]","['support', 'american', 'music', 'festival', 'indigenous', 'americana', 'day', 'festival', 'focus', 'indigenous', 'art', 'folk', 'culture', 'root', 'movement']"
16,48,48,49,"All Florida Youth Orchestra, Inc.",Arts Education,Grants for Arts Projects,HOLLYWOOD,FL,"Purpose: To support teaching artists fees related to Music STEPS, a free, after-school music education program for pre-kindergarten and elementary school students. Additional Project Description: Professional teaching artists will provide general music classes and instrumental music lessons throughout the school year. Pre-school children will be engaged in singing and creative movement, and elementary grade students will receive free instruments and instruction in strings, percussion, brass, and woodwinds. Intended Beneficiaries: The project will benefit students who attend Title I schools, as well as students served through social service agencies located in underserved communities in Miami Dade County. Intended Outcome: Beneficiaries acquire knowledge and skills in the arts.",2023,10000.0,364 days,0.0143022891134023,0.0105931451544165,0.0330643989145755,0.7307379841804504,0.0218527950346469,0.1855733543634414,0.0038760597817599,3,chamber music,concert series,recording tour,0.4627353250980377,0.2269896268844604,0.0843663588166236,0.002716003218665719,0.7055264115333557,0.007810935378074646,0.014533260837197304,0.02111654356122017,0.248296856880188,lda_topic_1,"(0, 10000]","(2502.65, 17385.0]","['purpose', 'support', 'teach', 'artist', 'fee', 'relate', 'music', 'step', 'free', 'school', 'music', 'education', 'program', 'pre', 'kindergarten', 'elementary', 'school', 'student', 'additional', 'project', 'description', 'professional', 'teaching', 'artist', 'provide', 'general', 'music', 'class', 'instrumental', 'music', 'lesson', 'school', 'year', 'pre', 'school', 'child', 'engage', 'singing', 'creative', 'movement', 'elementary', 'grade', 'student', 'receive', 'free', 'instrument', 'instruction', 'string', 'percussion', 'brass', 'woodwind', 'intend', 'beneficiary', 'project', 'benefit', 'student', 'attend', 'title', 'school', 'as', 'well', 'student', 'serve', 'social', 'service', 'agency', 'locate', 'underserve', 'community', 'intend', 'outcome', 'beneficiary', 'acquire', 'knowledge', 'skill', 'art']"
17,49,49,50,"All Florida Youth Orchestra, Inc.",Arts Education,Grants for Arts Projects,HOLLYWOOD,FL,"To support teacher salaries for a free, after-school music education program for pre-kindergarten and elementary school students. Through the Music STEPS program, professional teaching artists will provide music lessons to children at Title I schools, community centers, and social service agencies. Pre-school children will be engaged in singing and creative movement, and elementary grade students will receive free instruments and instruction in strings, percussion, brass, and woodwinds.",2021,10000.0,364 days,0.0022132738959044,0.0148552069440484,0.0630244314670562,0.8744049668312073,0.0136282667517662,0.0259209722280502,0.005952869541943,3,concert series,chamber music,community outreach,0.4440219104290008,0.2804746329784393,0.0912018343806266,0.0042350152507424355,0.8562591671943665,0.01083090528845787,0.00211779261007905,0.03787396475672722,0.08868315815925598,lda_topic_1,"(0, 10000]","(2502.65, 17385.0]","['support', 'teacher', 'salary', 'free', 'school', 'music', 'education', 'program', 'pre', 'kindergarten', 'elementary', 'school', 'student', 'music', 'step', 'program', 'professional', 'teaching', 'artist', 'provide', 'music', 'lesson', 'child', 'title', 'school', 'community', 'center', 'social', 'service', 'agency', 'pre', 'school', 'child', 'engage', 'singing', 'creative', 'movement', 'elementary', 'grade', 'student', 'receive', 'free', 'instrument', 'instruction', 'string', 'percussion', 'brass', 'woodwind']"
18,50,50,51,"All Florida Youth Orchestra, Inc.","Coronavirus Aid, Relief, and Economic Security (CARES) Act","Coronavirus Aid, Relief, and Economic Security (CARES) Act",HOLLYWOOD,FL,To support personnel and facilities costs in response to the COVID-19 pandemic.,2020,50000.0,364 days,0.6061056852340698,0.0681846290826797,0.1321194916963577,0.09598009288311,0.0470601320266723,0.0232630893588066,0.0272868499159812,7,concert series,cultural diversity,covid relief,0.7277811765670776,0.068485327064991,0.0324745588004589,0.02266797609627247,0.050621021538972855,0.0567920058965683,0.7541366219520569,0.01135091483592987,0.10443148016929626,lda_topic_3,"(40000, 50000]","(46855.0, 61590.0]","['support', 'personnel', 'facility', 'cost', 'response', 'covid', 'pandemic']"
19,51,51,52,"All Florida Youth Orchestra, Inc.",Arts Education,Art Works,HOLLYWOOD,FL,"To support free music education programming for students. Program components will include music lessons and musical instruments for children at Title I schools as well as community centers and child care agencies. Professional teaching artists will teach early music education classes for pre-school children, incorporating activities such as singing and creative movement, and elementary school students will receive instrumental music instruction in strings, percussion, brass, and woodwinds.",2019,10000.0,365 days,0.0020937849767506,0.0159666035324335,0.1084579303860664,0.8050751090049744,0.0389060750603675,0.0053704641759395,0.0241299849003553,3,chamber music,student education,concert series,0.2663301825523376,0.2239308208227157,0.2107869386672973,0.003993852064013481,0.785023033618927,0.01131212618201971,0.001998554216697812,0.001989922486245632,0.19568254053592682,lda_topic_1,"(0, 10000]","(2502.65, 17385.0]","['support', 'free', 'music', 'education', 'programming', 'student', 'program', 'component', 'include', 'music', 'lesson', 'musical', 'instrument', 'child', 'title', 'school', 'as', 'well', 'community', 'center', 'child', 'care', 'agency', 'professional', 'teaching', 'artist', 'teach', 'early', 'music', 'education', 'class', 'pre', 'school', 'child', 'incorporate', 'activity', 'such', 'singing', 'creative', 'movement', 'elementary', 'school', 'student', 'receive', 'instrumental', 'music', 'instruction', 'string', 'percussion', 'brass', 'woodwind']"
20,52,52,53,"All Florida Youth Orchestra, Inc.",Arts Engagement in American Communities,Challenge America: Arts Engagement in American Communities,HOLLYWOOD,FL,"To support music education programming for youth. The STEPS program will provide free music lessons and instruments to children at Title I schools and social services agencies. Professional teaching artists will teach early music education classes for preschool children, incorporating activities such as singing, poetry, moving, focused listening, storytelling, musical games, exploring musical instruments, and creative movement.",2017,10000.0,364 days,0.0024287283886224,0.0556982532143592,0.074314072728157,0.7990192770957947,0.0558182895183563,0.0061731217429041,0.0065482514910399,3,chamber music,student education,concert series,0.3086313009262085,0.2169732898473739,0.1779209673404693,0.004594063851982355,0.6990161538124084,0.08598591387271881,0.0023019220679998398,0.11487917602062225,0.09322278946638107,lda_topic_1,"(0, 10000]","(2502.65, 17385.0]","['support', 'music', 'education', 'programming', 'youth', 'step', 'program', 'provide', 'free', 'music', 'lesson', 'instrument', 'child', 'title', 'school', 'social', 'service', 'agency', 'professional', 'teaching', 'artist', 'teach', 'early', 'music', 'education', 'class', 'preschool', 'child', 'incorporate', 'activity', 'such', 'singing', 'poetry', 'move', 'focused', 'listening', 'storytelle', 'musical', 'game', 'explore', 'musical', 'instrument', 'creative', 'movement']"
21,56,56,57,Altoona Symphony Orchestra,Arts Engagement in American Communities,Challenge America: Arts Engagement in American Communities,ALTOONA,PA,To support a community concert under the direction of conductor Teresa Cheung. The free performance will be presented in Altoona’s Lakemont Park to reach a broad audience from the community.,2020,10000.0,121 days,0.0065303421579301,0.045259766280651,0.67414790391922,0.0743991658091545,0.0902197062969207,0.0915558934211731,0.017887245863676,2,chamber music,concert series,student education,0.5249331593513489,0.1843082904815673,0.1004170253872871,0.013155193068087101,0.031287405639886856,0.0389997623860836,0.006526819430291653,0.2676643431186676,0.6423664689064026,lda_topic_5,"(0, 10000]","(2502.65, 17385.0]","['support', 'community', 'concert', 'direction', 'conductor', 'cheung', 'free', 'performance', 'present', 'park', 'reach', 'broad', 'audience', 'community']"
22,57,57,58,Altoona Symphony Orchestra,Arts Engagement in American Communities,Challenge America: Arts Engagement in American Communities,ALTOONA,PA,"To support the Day in the Arts at People's Natural Gas Field, the minor league baseball stadium in Altoona, Pennsylvania. Local cultural organizations will present informational displays and conduct demonstrations at the stadium. Before the baseball game begins, a multidisciplinary showcase highlighting area performing arts organizations will take place, including a concert by the full Altoona Symphony Orchestra.",2016,10000.0,152 days,0.1866753250360489,0.0502163171768188,0.3956502974033355,0.1235729753971099,0.14841990172863,0.0073825386352837,0.0880826786160469,2,chamber music,concert series,student education,0.4367551505565643,0.1897640079259872,0.102844513952732,0.005695365834981203,0.04588450491428375,0.09688468277454376,0.0027838631067425013,0.3001471161842346,0.548604428768158,lda_topic_5,"(0, 10000]","(2502.65, 17385.0]","['support', 'day', 'art', 'people', 'natural', 'gas', 'field', 'minor', 'league', 'baseball', 'stadium', 'local', 'cultural', 'organization', 'present', 'informational', 'display', 'conduct', 'demonstration', 'stadium', 'baseball', 'game', 'begin', 'showcase', 'highlighting', 'area', 'perform', 'art', 'organization', 'take', 'place', 'include', 'concert', 'full', 'symphony', 'orchestra']"
